 	probeId	ensemblId	geneSymbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
221	211991_s_at	ENSG00000228163	HLA-DPA1	-5.901087	6.467344	-13.493382	7.685287e-08	2.195423e-05	8.73837811
222	212154_at	ENSG00000169439	SDC2	-4.274091	8.410114	-5.469316	2.534791e-04	5.956540e-03	0.39176599
223	212158_at	ENSG00000169439	SDC2	-4.350845	8.905919	-5.660716	1.932953e-04	5.026783e-03	0.67542273
224	212444_at	ENSG00000013588	GPRC5A	5.256177	4.390341	9.924162	1.441513e-06	2.016565e-04	5.77747269
225	212558_at	ENSG00000164056	SPRY1	-4.387347	6.629696	-8.114646	9.100230e-06	7.223572e-04	3.87064642
226	212951_at	ENSG00000069122	GPR116	-4.231496	9.807044	-17.813326	5.012614e-09	2.737489e-06	11.36079461
227	213107_at	ENSG00000154310	TNIK	4.604405	4.148965	15.795581	1.645214e-08	6.705108e-06	10.23952056
228	213109_at	ENSG00000154310	TNIK	4.678183	3.771244	19.670250	1.868907e-09	1.458068e-06	12.26275176
229	213139_at	ENSG00000019549	SNAI2	-4.564466	6.494622	-6.786024	4.342945e-05	1.996439e-03	2.23877584
230	213428_s_at	ENSG00000142156	COL6A1	-4.293341	7.916562	-6.052497	1.127583e-04	3.592739e-03	1.23975860
231	213462_at	ENSG00000170485	NPAS2	4.361322	5.162763	12.744788	1.336099e-07	3.542090e-05	8.18906008
232	213592_at	ENSG00000134817	APLNR	-5.861499	5.477704	-3.043958	1.209262e-02	6.664000e-02	-3.59821839
233	214240_at	ENSG00000069482	GAL	4.066847	3.613489	17.599355	5.650998e-09	2.967426e-06	11.24933057
234	215076_s_at	ENSG00000168542	COL3A1	-7.304447	10.463652	-5.958246	1.281224e-04	3.878196e-03	1.10598459
235	215193_x_at	ENSG00000196126	HLA-DRB1	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
236	215193_x_at	ENSG00000236884	HLA-DRB1	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
237	215193_x_at	ENSG00000206306	HLA-DRB1	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
238	215193_x_at	ENSG00000206240	HLA-DRB1	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
239	215193_x_at	ENSG00000229074	HLA-DRB1	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
240	215193_x_at	ENSG00000228080	HLA-DRB1	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
241	215193_x_at	ENSG00000236884	LOC100507709	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
242	215193_x_at	ENSG00000206306	LOC100507709	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
243	215193_x_at	ENSG00000196126	LOC100507709	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
244	215193_x_at	ENSG00000206240	LOC100507709	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
245	215193_x_at	ENSG00000229074	LOC100507709	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
246	215193_x_at	ENSG00000228080	LOC100507709	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
247	215193_x_at	ENSG00000236884	LOC100507714	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
248	215193_x_at	ENSG00000206306	LOC100507714	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
249	215193_x_at	ENSG00000196126	LOC100507714	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
250	215193_x_at	ENSG00000206240	LOC100507714	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
251	215193_x_at	ENSG00000229074	LOC100507714	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
252	215193_x_at	ENSG00000228080	LOC100507714	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
253	215193_x_at	ENSG00000230463	HLA-DRB3	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
254	215193_x_at	ENSG00000196101	HLA-DRB3	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
255	215193_x_at	ENSG00000231679	HLA-DRB3	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
256	215193_x_at	ENSG00000231021	HLA-DRB4	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
257	215193_x_at	ENSG00000227826	HLA-DRB4	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
258	215193_x_at	ENSG00000227357	HLA-DRB4	-8.171465	8.111719	-6.614055	5.397970e-05	2.277839e-03	2.01114853
259	217161_x_at	ENSG00000157766	ACAN	-5.189545	6.608076	-6.331779	7.776788e-05	2.847932e-03	1.62883982
260	217388_s_at	ENSG00000115919	KYNU	-5.190004	8.082449	-7.556047	1.713542e-05	1.102137e-03	3.21092701
261	217757_at	ENSG00000175899	A2M	-6.523677	9.580519	-7.743187	1.381003e-05	9.774078e-04	3.43604336
262	218322_s_at	ENSG00000197142	ACSL5	-5.234977	8.399982	-15.574051	1.890563e-08	7.591721e-06	10.10616955
263	218353_at	ENSG00000143248	RGS5	5.039999	6.719185	6.173806	9.583213e-05	3.238914e-03	1.41009760
264	218353_at	ENSG00000232995	RGS5	5.039999	6.719185	6.173806	9.583213e-05	3.238914e-03	1.41009760
265	218454_at	ENSG00000121316	PLBD1	-5.015034	4.652893	-8.529187	5.809731e-06	5.325283e-04	4.33722310
266	218468_s_at	ENSG00000166923	GREM1	-4.267892	6.841884	-3.334108	7.350686e-03	4.830754e-02	-3.09494628
267	218469_at	ENSG00000166923	GREM1	-4.029743	6.831234	-3.547867	5.115428e-03	3.816444e-02	-2.72544283
268	218717_s_at	ENSG00000090530	LEPREL1	-4.564289	5.664179	-4.120484	1.984123e-03	2.122981e-02	-1.75119599
269	218805_at	ENSG00000196329	GIMAP5	-4.862933	9.354026	-12.585808	1.508225e-07	3.922248e-05	8.06803251
270	218805_at	ENSG00000196329	GIMAP1-GIMAP5	-4.862933	9.354026	-12.585808	1.508225e-07	3.922248e-05	8.06803251
271	218967_s_at	ENSG00000165983	PTER	-4.286403	5.540792	-13.636074	6.938159e-08	2.037133e-05	8.83939286
272	219403_s_at	ENSG00000173083	HPSE	5.160383	5.660026	7.398271	2.061616e-05	1.237242e-03	3.01782846
273	220108_at	ENSG00000156049	GNA14	-4.556746	5.459089	-9.004726	3.543531e-06	3.735894e-04	4.84979514
274	220301_at	ENSG00000150636	CCDC102B	-4.090354	6.253878	-7.326225	2.245378e-05	1.298989e-03	2.92863104
275	221085_at	ENSG00000181634	TNFSF15	4.313003	5.112077	10.186223	1.129637e-06	1.713776e-04	6.02768419
276	221529_s_at	ENSG00000130300	PLVAP	-4.510615	6.090291	-3.382157	6.773030e-03	4.567655e-02	-3.01172738
277	221731_x_at	ENSG00000038427	VCAN	-4.375176	6.599831	-6.360390	7.490728e-05	2.775330e-03	1.66808670
278	221766_s_at	ENSG00000112773	FAM46A	-4.393655	7.200310	-13.191386	9.573627e-08	2.645549e-05	8.52075946
279	221802_s_at	ENSG00000187164	KIAA1598	4.849476	6.600333	9.402011	2.381516e-06	2.766271e-04	5.26049166
280	221974_at	ENSG00000224078	SNORD115-7	4.019715	5.921228	13.160797	9.791532e-08	2.673676e-05	8.49842105
281	221974_at	ENSG00000202176	SNORD115-7	4.019715	5.921228	13.160797	9.791532e-08	2.673676e-05	8.49842105
282	221974_at	ENSG00000224078	SNORD115-13	4.019715	5.921228	13.160797	9.791532e-08	2.673676e-05	8.49842105
283	221974_at	ENSG00000200228	SNORD115-13	4.019715	5.921228	13.160797	9.791532e-08	2.673676e-05	8.49842105
284	221974_at	ENSG00000224078	SNORD115-26	4.019715	5.921228	13.160797	9.791532e-08	2.673676e-05	8.49842105
285	221974_at	ENSG00000201937	SNORD115-26	4.019715	5.921228	13.160797	9.791532e-08	2.673676e-05	8.49842105
286	221974_at	ENSG00000224078	SNORD116-28	4.019715	5.921228	13.160797	9.791532e-08	2.673676e-05	8.49842105
287	221974_at	NA	IPW	4.019715	5.921228	13.160797	9.791532e-08	2.673676e-05	8.49842105
288	221974_at	ENSG00000128739	SNRPN	4.019715	5.921228	13.160797	9.791532e-08	2.673676e-05	8.49842105
289	221974_at	ENSG00000214265	SNRPN	4.019715	5.921228	13.160797	9.791532e-08	2.673676e-05	8.49842105
290	221974_at	ENSG00000224078	SNORD107	4.019715	5.921228	13.160797	9.791532e-08	2.673676e-05	8.49842105
291	221974_at	ENSG00000238810	SNORD107	4.019715	5.921228	13.160797	9.791532e-08	2.673676e-05	8.49842105
292	221974_at	ENSG00000214265	SNORD107	4.019715	5.921228	13.160797	9.791532e-08	2.673676e-05	8.49842105
293	222196_at	NA	LOC389906	-4.484029	5.284355	-6.257458	8.576266e-05	3.033465e-03	1.52636090
294	222592_s_at	ENSG00000197142	ACSL5	-4.639786	9.102370	-18.359945	3.712783e-09	2.357703e-06	11.63818498
295	223303_at	ENSG00000149781	FERMT3	4.218176	5.492038	14.504551	3.799058e-08	1.296713e-05	9.43038757
296	223503_at	ENSG00000152128	TMEM163	5.524330	4.357021	21.546062	7.520019e-10	7.333630e-07	13.06828474
297	223689_at	ENSG00000159217	IGF2BP1	6.093121	4.537031	10.233224	1.081908e-06	1.688148e-04	6.07192968
298	223734_at	ENSG00000137463	MGARP	6.790068	5.004628	19.867431	1.691882e-09	1.403261e-06	12.35211268
299	223775_at	ENSG00000164161	HHIP	4.253612	8.202420	8.059660	9.670967e-06	7.545012e-04	3.80731766
300	225895_at	ENSG00000172403	SYNPO2	-5.516256	6.736426	-5.963586	1.271943e-04	3.863369e-03	1.11359760
301	226303_at	ENSG00000154330	PGM5	-4.104676	4.554369	-9.255710	2.752407e-06	3.067642e-04	5.11104828
302	226303_at	ENSG00000266607	PGM5	-4.104676	4.554369	-9.255710	2.752407e-06	3.067642e-04	5.11104828
303	226311_at	ENSG00000087116	ADAMTS2	-4.565765	5.893531	-3.906267	2.814914e-03	2.632330e-02	-2.11227014
304	226482_s_at	ENSG00000215845	TSTD1	5.738166	4.178786	9.775794	1.658806e-06	2.146700e-04	5.63311641
305	226558_at	ENSG00000188681	TEKT4P2	-6.444733	7.595121	-14.053714	5.171587e-08	1.661357e-05	9.12859186
306	226558_at	NA	LOC389834	-6.444733	7.595121	-14.053714	5.171587e-08	1.661357e-05	9.12859186
307	226558_at	ENSG00000188681	MAFIP	-6.444733	7.595121	-14.053714	5.171587e-08	1.661357e-05	9.12859186
308	226695_at	ENSG00000116132	PRRX1	-6.562661	8.191144	-15.937611	1.506365e-08	6.328122e-06	10.32388017
309	226847_at	ENSG00000134363	FST	-4.020304	8.506774	-4.193646	1.763100e-03	1.977443e-02	-1.62898461
310	227230_s_at	ENSG00000109265	KIAA1211	4.099340	5.879501	7.555113	1.715403e-05	1.102137e-03	3.20979369
311	227449_at	ENSG00000116106	EPHA4	4.950835	5.929595	7.059363	3.096891e-05	1.592537e-03	2.59253975
312	227480_at	ENSG00000099994	SUSD2	-4.949781	5.413292	-4.788498	6.934594e-04	1.129136e-02	-0.65938418
313	227875_at	ENSG00000003096	KLHL13	4.751299	3.663075	22.436253	5.012054e-10	5.263813e-07	13.41818231
314	227949_at	ENSG00000087495	PHACTR3	-4.026872	4.116384	-3.879845	2.940167e-03	2.708643e-02	-2.15711758
315	227952_at	NA	NA	-4.219364	7.050165	-5.153196	4.011513e-04	7.989670e-03	-0.08818393
316	228109_at	ENSG00000113319	RASGRF2	-4.708344	7.359528	-27.581484	6.276961e-11	1.071242e-07	15.10999693
317	228372_at	ENSG00000204161	C10orf128	-4.453983	8.099584	-9.889573	1.489246e-06	2.043485e-04	5.74399530
318	229242_at	ENSG00000181634	TNFSF15	5.007367	6.514208	7.906574	1.147462e-05	8.537494e-04	3.62917963
319	229748_x_at	ENSG00000188681	TEKT4P2	-4.610901	6.099795	-10.178558	1.137636e-06	1.716259e-04	6.02045096
320	229748_x_at	ENSG00000188681	LOC100233156	-4.610901	6.099795	-10.178558	1.137636e-06	1.716259e-04	6.02045096
321	229748_x_at	ENSG00000188681	MAFIP	-4.610901	6.099795	-10.178558	1.137636e-06	1.716259e-04	6.02045096
322	229800_at	ENSG00000133083	DCLK1	-5.613322	6.574229	-8.092835	9.322123e-06	7.335732e-04	3.84556784
323	229963_at	ENSG00000184515	BEX5	-4.157654	5.227791	-4.651832	8.555128e-04	1.276115e-02	-0.87813030
324	229963_at	ENSG00000269503	BEX5	-4.157654	5.227791	-4.651832	8.555128e-04	1.276115e-02	-0.87813030
325	230030_at	ENSG00000171004	HS6ST2	4.459625	3.862625	9.489710	2.185507e-06	2.583439e-04	5.34909210
326	230135_at	ENSG00000164161	HHIP	4.135413	9.755864	10.186150	1.129714e-06	1.713776e-04	6.02761495
327	231361_at	ENSG00000169760	NLGN1	4.192628	3.378456	18.449840	3.536813e-09	2.299434e-06	11.68281801
328	231780_at	ENSG00000148288	GBGT1	5.261775	5.405038	26.056439	1.113924e-10	1.684530e-07	14.66070310
329	235746_s_at	ENSG00000153246	PLA2R1	4.362571	4.505118	8.854424	4.133486e-06	4.180332e-04	4.69032038
330	236044_at	ENSG00000203805	PPAPDC1A	5.712856	4.106010	20.136762	1.479092e-09	1.302842e-06	12.47231866
331	237466_s_at	ENSG00000164161	HHIP	4.267188	10.953445	8.693516	4.885597e-06	4.664550e-04	4.51701675
332	239058_at	ENSG00000176692	FOXC2	4.341450	5.796672	8.472461	6.171488e-06	5.561672e-04	4.27448868
333	240466_at	NA	NA	4.671497	4.946474	14.781629	3.156679e-08	1.134161e-05	9.61074098
334	242054_s_at	ENSG00000138083	SIX3	-4.688558	5.095859	-4.012678	2.364273e-03	2.364674e-02	-1.93232858
335	242809_at	ENSG00000115602	IL1RL1	6.433238	4.168870	48.518418	2.043082e-13	1.394710e-09	18.70852232
336	243154_at	NA	NA	4.213968	3.476199	28.248184	4.932212e-11	1.035992e-07	15.29450729
337	38149_at	ENSG00000163219	ARHGAP25	-5.054267	6.483784	-31.458165	1.661577e-11	5.282891e-08	16.09358275
338	39549_at	ENSG00000170485	NPAS2	4.375745	4.858835	14.156863	4.815429e-08	1.584218e-05	9.19857438
339	51158_at	ENSG00000185442	FAM174B	4.108240	5.096817	10.099956	1.223320e-06	1.767406e-04	5.94597995
340	64064_at	ENSG00000196329	GIMAP5	-4.480754	8.727221	-11.412988	3.854228e-07	7.968154e-05	7.12369821
341	64064_at	ENSG00000196329	GIMAP1-GIMAP5	-4.480754	8.727221	-11.412988	3.854228e-07	7.968154e-05	7.12369821
